name,label,year,GEOID,NAME,variable,estimate,moe
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77002,ZCTA5 77002,B23025_004,2925,440
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77003,ZCTA5 77003,B23025_004,4696,601
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77004,ZCTA5 77004,B23025_004,13483,1088
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77005,ZCTA5 77005,B23025_004,12797,538
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77006,ZCTA5 77006,B23025_004,14673,888
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77007,ZCTA5 77007,B23025_004,19156,980
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77008,ZCTA5 77008,B23025_004,18637,787
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77009,ZCTA5 77009,B23025_004,18318,1017
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77010,ZCTA5 77010,B23025_004,130,71
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77011,ZCTA5 77011,B23025_004,7553,629
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77012,ZCTA5 77012,B23025_004,9485,746
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77016,ZCTA5 77016,B23025_004,10355,684
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77017,ZCTA5 77017,B23025_004,13852,764
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77018,ZCTA5 77018,B23025_004,14585,809
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77019,ZCTA5 77019,B23025_004,12657,583
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77020,ZCTA5 77020,B23025_004,9684,700
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77021,ZCTA5 77021,B23025_004,10029,570
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77022,ZCTA5 77022,B23025_004,11398,859
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77023,ZCTA5 77023,B23025_004,14348,778
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77024,ZCTA5 77024,B23025_004,16129,601
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77025,ZCTA5 77025,B23025_004,13929,756
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77026,ZCTA5 77026,B23025_004,8088,781
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77027,ZCTA5 77027,B23025_004,9745,657
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77029,ZCTA5 77029,B23025_004,6666,494
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77030,ZCTA5 77030,B23025_004,6615,513
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77032,ZCTA5 77032,B23025_004,3789,395
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77033,ZCTA5 77033,B23025_004,10071,736
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77035,ZCTA5 77035,B23025_004,17140,863
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77036,ZCTA5 77036,B23025_004,30046,1508
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77043,ZCTA5 77043,B23025_004,10798,795
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77049,ZCTA5 77049,B23025_004,12498,784
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77054,ZCTA5 77054,B23025_004,12596,669
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77055,ZCTA5 77055,B23025_004,19908,1093
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77056,ZCTA5 77056,B23025_004,9867,738
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77057,ZCTA5 77057,B23025_004,24033,1053
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77058,ZCTA5 77058,B23025_004,9214,646
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77061,ZCTA5 77061,B23025_004,10968,664
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77063,ZCTA5 77063,B23025_004,20396,1049
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77064,ZCTA5 77064,B23025_004,23112,915
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77065,ZCTA5 77065,B23025_004,18985,790
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77066,ZCTA5 77066,B23025_004,15918,831
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77070,ZCTA5 77070,B23025_004,23623,1300
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77071,ZCTA5 77071,B23025_004,12613,776
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77072,ZCTA5 77072,B23025_004,26475,1294
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77073,ZCTA5 77073,B23025_004,16870,841
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77074,ZCTA5 77074,B23025_004,16125,974
B23025_004,Estimate!!Total!!In labor force!!Civilian labor force!!Employed,2011,77075,ZCTA5 77075,B23025_004,17694,1055
